Title,Authors,Abstract,Publication Year,Venue,Publisher,Volume,Issue,Pages,DOI,Eprint,Citations,URL,Cited By
Semantic-based context-aware alert fusion for distributed Intrusion Detection Systems,"['A Sadighian', 'ST Zargar', 'JM Fernandez']","Decision Making We now describe the decision making component of the proposed alert   event e, each intrusion detection system IDSi makes a decision di(e). This decision can be alert",2013,… Internet and Systems …,,,,,,,34,https://ieeexplore.ieee.org/abstract/document/6766352/,"/scholar?cites=1651693689919987820&as_sdt=5,33&sciodt=0,33&hl=en"
Performance comparison of intrusion detection systems and application of machine learning to Snort system,"['SAR Shah', 'B Issac']",with machine learning techniques to create rules for an intrusion detection expert system  that uses genetic algorithms and decision trees to automatically generate rules for classifying,2018,Future Generation Computer Systems,,,,,,,282,https://www.sciencedirect.com/science/article/pii/S0167739X17323178,"/scholar?cites=12782832506726381229&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection with neural networks,"['J Ryan', 'MJ Lin', 'R Miikkulainen']","The task can be made tractable in three ways: (1) Instead of  (3) Detecting an intrusion  real-time, as the user is typing  (commands) for the input, we decided to simply use a set of 100",1997,… processing systems,,,,,,,809,https://proceedings.neurips.cc/paper/1997/hash/1abb1e1ea5f481b589da52303b091cbb-Abstract.html,"/scholar?cites=14728336334877767144&as_sdt=5,33&sciodt=0,33&hl=en"
Distributed intrusion detection for secure consensus computations,"['F Pasqualetti', 'A Bicchi', 'F Bullo']",This paper focuses on trustworthy computation systems and proposes a novel  intrusion detection scheme for linear consensus networks with misbehaving nodes. This,2007,… IEEE Conference on Decision …,,,,,,,126,https://ieeexplore.ieee.org/abstract/document/4434297/,"/scholar?cites=16150838007219581963&as_sdt=5,33&sciodt=0,33&hl=en"
Supervised learning techniques for intrusion detection system based on multi-layer classification approach,['M Farooq'],"cannot detect multi-stage attacks. The interesting aspect of this study is the growing ways  to  , the first of which is based on a decision tree, and the second of which includes machine",2022,International Journal of Advanced Computer Science …,,,,,,,29,https://www.researchgate.net/profile/Mansoor-Farooq-3/publication/359712555_Supervised_Learning_Techniques_for_Intrusion_Detection_System_based_on_Multi-layer_Classification_Approach/links/64ca78da91fb036ba6bf862d/Supervised-Learning-Techniques-for-Intrusion-Detection-System-based-on-Multi-layer-Classification-Approach.pdf,"/scholar?cites=12958608501365954934&as_sdt=5,33&sciodt=0,33&hl=en"
Benchmarking of machine learning for anomaly based intrusion detection systems in the CICIDS2017 dataset,"['ZK Maseer', 'R Yusof', 'N Bahaman', 'SA Mostafa']","Karmakar, ‘‘Enhancing performance of anomaly based intrusion detection systems   intrusion detection system: Statistical decision-making using finite Dirichlet mixture models,’’ pp. 3",2021,IEEE …,,,,,,,333,https://ieeexplore.ieee.org/abstract/document/9345704/,"/scholar?cites=3944837213410723121&as_sdt=5,33&sciodt=0,33&hl=en"
Explainable artificial intelligence for intrusion detection system,"['S Patil', 'V Varadarajan', 'SM Mazhar', 'A Sahibzada']",", this paper proposes an innovative intrusion detection system. To improve classification   an intrusion detection system using machine learning algorithms such as decision trees,",2022,Electronics,,,,,,,67,https://www.mdpi.com/2079-9292/11/19/3079,"/scholar?cites=8135826583036166792&as_sdt=5,33&sciodt=0,33&hl=en"
Comparative study of selected data mining algorithms used for intrusion detection,"['A Adebowale', 'SA Idowu', 'A Amarachi']","The focus is on five of the most popular data mining algorithms that have been applied to  intrusion detection research; Decision trees, Naïve bayes, Artificial neural network, K-nearest",2013,International Journal of Soft …,,,,,,,63,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=eef5b9579e278d7936e42e30d310d64233e593e5,"/scholar?cites=13292335629977103765&as_sdt=5,33&sciodt=0,33&hl=en"
A survey of neural networks usage for intrusion detection systems,"['A Drewek-Ossowicka', 'M Pietrołaj']","The paper summarizes the literature review performed in order to present neural network  architectures usage for intrusion detection systems. We decided to perform it, as cyber security",2021,Journal of Ambient …,,,,,,,128,https://link.springer.com/article/10.1007/s12652-020-02014-x,"/scholar?cites=8059438975036133195&as_sdt=5,33&sciodt=0,33&hl=en"
Enhancing hybrid intrusion detection and prevention system for flooding attacks using decision tree,"['MRAG Ahmed', 'FMA Ali']",intrusion detection system has been proposed to provide better results with high accuracy of  the detection  by proposing new method based on decision tree of data mining techniques,2019,2019 International Conference on …,,,,,,,15,https://ieeexplore.ieee.org/abstract/document/9071191/,"/scholar?cites=16196426508906188863&as_sdt=5,33&sciodt=0,33&hl=en"
Application of SVM and ANN for intrusion detection,"['WH Chen', 'SH Hsu', 'HP Shen']","reasoning, decision tree and inductive learning may be applied to intrusion detection systems.   techniques will provide clues for selecting appropriate models for detecting intrusions.",2005,Computers & Operations Research,,,,,,,552,https://www.sciencedirect.com/science/article/pii/S0305054804000711,"/scholar?cites=2440232603813400617&as_sdt=5,33&sciodt=0,33&hl=en"
Fuzzy feature extraction and visualization for intrusion detection,"['J Xin', 'JE Dickerson']","feature, we can define three fuzzy sets: LOW, MIDDLE and HIGH. At the same time, we  should realize that the final decision of the intrusion detection is also a fuzzy decision. An alert is",2003,"… Systems, 2003. FUZZ'03.",,,,,,,50,https://ieeexplore.ieee.org/abstract/document/1206610/,"/scholar?cites=15825777459314536571&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection using Highest Wins feature selection algorithm,"['RMA Mohammad', 'MK Alsmadi']","Further, the HW is used for building a naïve Bayes and decision tree intrusion detection  classifiers using the well-known dataset from Network Security Laboratory-Knowledge",2021,Neural Computing and Applications,,,,,,,34,https://link.springer.com/article/10.1007/s00521-021-05745-w,"/scholar?cites=822751801236020150&as_sdt=5,33&sciodt=0,33&hl=en"
The architecture of a network level intrusion detection system,"['R Heady', 'G Luger', 'A Maccabe', 'M Servilla']","There are at least three ways in which a computing system based  As a result, our decision  was to build a system which  flow, and that intrusive behavior will in some way violate those",1990,,,,,,,,709,https://www.osti.gov/biblio/425295,"/scholar?cites=3822764243929709998&as_sdt=5,33&sciodt=0,33&hl=en"
A comprehensive systematic literature review on intrusion detection systems,"['M Ozkan-Okay', 'R Samet', 'Ö Aslan', 'D Gupta']","intrusion detection systems were examined and detailed information was given about these  datasets. Finally, common intrusion detection tools  , a decision treebased intrusion detection",2021,IEEE Access,,,,,,,96,https://ieeexplore.ieee.org/abstract/document/9620099/,"/scholar?cites=4469477653480627632&as_sdt=5,33&sciodt=0,33&hl=en"
A hybrid approach for network intrusion detection,"['M Mehmood', 'T Javed', 'J Nebhen', 'S Abbas']",": • Propose an Adaptive Decision Support System for Network Intrusion detection using SVM   Next, SVM is used to decide the decision class, and the ANFIS is to detect probe, U2R, R2U",2022,CMC-Comput. Mater …,,,,,,,51,https://www.researchgate.net/profile/Muhammad-Rizwan-57/publication/355439455_A_Hybrid_Approach_for_Network_Intrusion_Detection/links/617065fac10b387664c4c6b4/A-Hybrid-Approach-for-Network-Intrusion-Detection.pdf,"/scholar?cites=7198783006462790198&as_sdt=5,33&sciodt=0,33&hl=en"
Boosting cyber-threat intelligence via collaborative intrusion detection,"['M Guarascio', 'N Cassavia', 'FS Pisani']",that the expert validates both the agreement (in the first situation play a prominent role in  deciding which flow to be analyzed  Models interact with the system in three ways: by submitting,2022,… Computer Systems,,,,,,,34,https://www.sciencedirect.com/science/article/pii/S0167739X22001571,"/scholar?cites=17414809347579392918&as_sdt=5,33&sciodt=0,33&hl=en"
A new intelligent intrusion detector based on ensemble of decision trees,"['SM Mousavi', 'V Majidnezhad', 'A Naghipour']","techniques, an intrusion detection system is proposed. An intrusion detection system is   in the stability and the accuracy of the intrusion detection system. Hence, the issue of reducing",2022,Journal of Ambient …,,,,,,,24,https://link.springer.com/article/10.1007/s12652-019-01596-5,"/scholar?cites=8904198497695026603&as_sdt=5,33&sciodt=0,33&hl=en"
"Explainable intrusion detection systems (x-ids): A survey of current methods, challenges, and opportunities","['S Neupane', 'J Ables', 'W Anderson', 'S Mittal']",analyzing tasks and making decisions [28]. The goal of XAI in the field of intrusion detection  is to build  Explainable Intrusion Detection Systems (XIDS) will help build trust in these,2022,IEEE …,,,,,,,92,https://ieeexplore.ieee.org/abstract/document/9927396/,"/scholar?cites=7739620393801301498&as_sdt=5,33&sciodt=0,33&hl=en"
Defending yourself: The role of intrusion detection systems,"['J McHugh', 'A Christie', 'J Allen']","detectors use knowledge of both distributions in making a decision, but intrusion detectors   tors) or noise (anomaly-based detectors) characterizations. Each approach has strengths and",2000,IEEE software,,,,,,,416,https://ieeexplore.ieee.org/abstract/document/6156710/,"/scholar?cites=735901923293046941&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection system using machine learning techniques: A review,"['US Musa', 'M Chhabra', 'A Ali']","intrusion detection systems adopt the use of single machine learning classification models.  SVM, Artificial neural network, decision tree intrusion detection systems studied in this review.",2020,… international conference on …,,,,,,,82,https://ieeexplore.ieee.org/abstract/document/9215333/,"/scholar?cites=5072431142569756648&as_sdt=5,33&sciodt=0,33&hl=en"
Lessar methodology for network intrusion detection,['KKS Liyakat'],are decided by a network administrator while the configuration and deployment of the network  intrusion detection  A network intrusion detection system is not limited to inspecting the,2017,Scholarly Research Journal for Humanity Science & …,,,,,,,57,https://www.researchgate.net/profile/Kutubuddin-Kazi/publication/362569187_LESSAR_METHODOLOGY_FOR_NETWORK_INTRUSION_DETECTION/links/62f20da188b83e7320bd20f3/LESSAR-METHODOLOGY-FOR-NETWORK-INTRUSION-DETECTION.pdf,"/scholar?cites=7168313864225728648&as_sdt=5,33&sciodt=0,33&hl=en"
Performance analysis of deep-learning based open set recognition algorithms for network intrusion detection systems,"['G Baye', 'P Silva', 'A Broggi', 'L Fiondella']",", spam filtering, and cyber defense systems such as intrusion detection systems (IDS). In   three prominent OSR algorithms using a current, real-world network intrusion detection systems",2023,NOMS 2023-2023 …,,,,,,,7,https://ieeexplore.ieee.org/abstract/document/10154410/,"/scholar?cites=3265785764603792386&as_sdt=5,33&sciodt=0,33&hl=en"
A framework for constructing features and models for intrusion detection systems,"['W Lee', 'SJ Stolfo']",", in the form of decision trees or rules. An ideal application in intrusion detection would be  to  In fact, to build intrusion detection models for network systems, our data mining programs",2000,ACM transactions on Information and system security …,,,,,,,1310,https://dl.acm.org/doi/abs/10.1145/382912.382914,"/scholar?cites=598445771262147127&as_sdt=5,33&sciodt=0,33&hl=en"
An enhanced intrusion detection system using particle swarm optimization feature extraction technique,"['RO Ogundokun', 'JB Awotunde', 'P Sadiku']","development of intrusion detection systems using various intrusion detection datasets,   Decision tree-based lightweight intrusion detection using a wrapper approach. Expert Systems",2021,Procedia Computer …,,,,,,,70,https://www.sciencedirect.com/science/article/pii/S1877050921020937,"/scholar?cites=1935576275678774742&as_sdt=5,33&sciodt=0,33&hl=en"
